firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,,,Birth's Per Month,,Birth's Per Day,,Birth's Per Year,,Person's Per Course,,Globe or Smart,,,
name292,lastname292,January,25,99,BS Comtech,639178788313.00,917.88,917,,,,,,,,,,,,
name293,lastname293,March,1,99,BS Management Engineering,639276084808.00,927.61,927,,,,,,,,,,,,
name294,lastname294,January,14,98,BS Legal Management,639189838521.00,918.98,918,,,,,,,,,,,,
name295,lastname295,November,19,99,BS IT Entrepreneurship,639183455057.00,918.35,918,,,,,,,,,,,,
name296,lastname296,April,26,99,BS Management,639274162499.00,927.42,927,,,,,,,,,,,,
name297,lastname297,November,10,0,BS Legal Management,639176201837.00,917.62,917,,,,,,,,,,,,
name298,lastname298,January,8,99,BS Management,639272913676.00,927.29,927,,,,,,,,,,,,
name299,lastname299,February,18,98,BS Management,639273486668.00,927.35,927,,,,,,,,,,,,
name300,lastname300,May,22,97,BS Comtech,639188155153.00,918.82,918,,,,,,,,,,,,
name301,lastname301,April,27,99,BS Legal Management,639272855378.00,927.29,927,,,,,,,,,,,,
name302,lastname302,May,1,1,BS Legal Management,639185113241.00,918.51,918,,,,,,,,,,,,
name303,lastname303,December,18,97,BS Legal Management,639177391115.00,917.74,917,,,,,,,,,,,,
name304,lastname304,September,18,0,BS Comtech,639185337507.00,918.53,918,,,,,,,,,,,,
name305,lastname305,January,15,97,BS Management,639176418911.00,917.64,917,,,,,,,,,,,,
name306,lastname306,March,3,98,BS Legal Management,639171553009.00,917.16,917,,,,,,,,,,,,
name307,lastname307,February,12,0,BS IT Entrepreneurship,639183866738.00,918.39,918,,,,,,,,,,,,
name308,lastname308,December,13,98,BS Comtech,639278276122.00,927.83,927,,,,,,,,,,,,
name309,lastname309,November,8,98,BS Management,639171325014.00,917.13,917,,,,,,,,,,,,
name310,lastname310,August,21,98,BS IT Entrepreneurship,639182251879.00,918.23,918,,,,,,,,,,,,
name311,lastname311,June,23,98,BS Management Engineering,639187044147.00,918.70,918,,,,,,,,,,,,
name312,lastname312,May,16,99,BS Management Engineering,639182848832.00,918.28,918,,,,,,,,,,,,
name313,lastname313,August,8,97,BS IT Entrepreneurship,639173799404.00,917.38,917,,,,,,,,,,,,
name314,lastname314,July,19,98,BS Management,639181315008.00,918.13,918,,,,,,,,,,,,
name315,lastname315,December,19,98,BS Legal Management,639176562606.00,917.66,917,,,,,,,,,,,,
name316,lastname316,April,14,1,BS Comtech,639272122224.00,927.21,927,,,,,,,,,,,,
name317,lastname317,September,16,97,BS Management Engineering,639184584727.00,918.46,918,,,,,,,,,,,,
name318,lastname318,March,5,99,BS Comtech,639174625719.00,917.46,917,,,,,,,,,,,,
name319,lastname319,August,10,0,BS Management Engineering,639272391604.00,927.24,927,,,,,,,,,,,,
name320,lastname320,July,21,97,BS Management,639178548646.00,917.85,917,,,,,,,,,,,,
name321,lastname321,August,26,97,BS Comtech,639274147766.00,927.41,927,,,,,,,,,,,,
name322,lastname322,June,14,99,BS Legal Management,639186007855.00,918.60,918,,,,,,,,,,,,
name323,lastname323,June,8,98,BS Management,639173088490.00,917.31,917,,,,,,,,,,,,
name324,lastname324,July,21,98,BS Management Engineering,639187887131.00,918.79,918,,,,,,,,,,,,
name325,lastname325,March,24,98,BS Management Engineering,639175575935.00,917.56,917,,,,,,,,,,,,
name326,lastname326,February,24,0,BS Comtech,639185613677.00,918.56,918,,,,,,,,,,,,
name327,lastname327,July,16,97,BS IT Entrepreneurship,639176047756.00,917.60,917,,,,,,,,,,,,
name328,lastname328,June,1,99,BS IT Entrepreneurship,639179925461.00,917.99,917,,,,,,,,,,,,
name329,lastname329,December,5,97,BS IT Entrepreneurship,639184518833.00,918.45,918,,,,,,,,,,,,
name330,lastname330,July,3,98,BS IT Entrepreneurship,639181589284.00,918.16,918,,,,,,,,,,,,
name331,lastname331,January,26,98,BS Management,639271465990.00,927.15,927,,,,,,,,,,,,
name332,lastname332,April,18,99,BS Legal Management,639182994084.00,918.30,918,,,,,,,,,,,,
name333,lastname333,June,17,0,BS Comtech,639277793123.00,927.78,927,,,,,,,,,,,,
name334,lastname334,January,2,98,BS Legal Management,639271821332.00,927.18,927,,,,,,,,,,,,
name335,lastname335,May,21,99,BS Comtech,639181695036.00,918.17,918,,,,,,,,,,,,
name336,lastname336,April,11,99,BS IT Entrepreneurship,639181523167.00,918.15,918,,,,,,,,,,,,
name337,lastname337,December,8,98,BS Management,639275038110.00,927.50,927,,,,,,,,,,,,
name338,lastname338,September,20,1,BS Comtech,639277462862.00,927.75,927,,,,,,,,,,,,
name339,lastname339,April,22,0,BS IT Entrepreneurship,639182332323.00,918.23,918,,,,,,,,,,,,
name340,lastname340,June,4,99,BS Legal Management,639176853086.00,917.69,917,,,,,,,,,,,,
name341,lastname341,August,22,99,BS Management,639179496688.00,917.95,917,,,,,,,,,,,,
name342,lastname342,July,2,99,BS Management,639173067389.00,917.31,917,,,,,,,,,,,,
name343,lastname343,December,18,98,BS Legal Management,639174311238.00,917.43,917,,,,,,,,,,,,
name344,lastname344,July,13,0,BS IT Entrepreneurship,639181857288.00,918.19,918,,,,,,,,,,,,
name345,lastname345,April,19,99,BS IT Entrepreneurship,639182698208.00,918.27,918,,,,,,,,,,,,
name346,lastname346,July,19,0,BS IT Entrepreneurship,639178168886.00,917.82,917,,,,,,,,,,,,
name347,lastname347,March,21,98,BS IT Entrepreneurship,639183864602.00,918.39,918,,,,,,,,,,,,
name348,lastname348,January,13,97,BS IT Entrepreneurship,639177284754.00,917.73,917,,,,,,,,,,,,
name349,lastname349,February,18,99,BS Management Engineering,639186368281.00,918.64,918,,,,,,,,,,,,
name350,lastname350,September,17,97,BS Management Engineering,639173016396.00,917.30,917,,,,,,,,,,,,
name351,lastname351,December,21,97,BS Legal Management,639176838576.00,917.68,917,,,,,,,,,,,,
name352,lastname352,February,28,97,BS Management,639178973550.00,917.90,917,,,,,,,,,,,,
name353,lastname353,June,11,1,BS Comtech,639272059262.00,927.21,927,,,,,,,,,,,,
name354,lastname354,February,16,97,BS IT Entrepreneurship,639181201113.00,918.12,918,,,,,,,,,,,,
name355,lastname355,April,1,99,BS Comtech,639278319943.00,927.83,927,,,,,,,,,,,,
name356,lastname356,July,26,1,BS Management,639181112365.00,918.11,918,,,,,,,,,,,,
name357,lastname357,August,5,97,BS Comtech,639277336775.00,927.73,927,,,,,,,,,,,,
name358,lastname358,August,17,99,BS IT Entrepreneurship,639173548160.00,917.35,917,,,,,,,,,,,,
name359,lastname359,December,18,0,BS Management,639276123910.00,927.61,927,,,,,,,,,,,,
name360,lastname360,May,11,99,BS Management,639272284106.00,927.23,927,,,,,,,,,,,,
name361,lastname361,February,9,1,BS Legal Management,639182111764.00,918.21,918,,,,,,,,,,,,
name362,lastname362,September,27,1,BS Management Engineering,639173403848.00,917.34,917,,,,,,,,,,,,
name363,lastname363,October,21,97,BS Management,639273173533.00,927.32,927,,,,,,,,,,,,
name364,lastname364,January,8,97,BS Management,639275928138.00,927.59,927,,,,,,,,,,,,
name365,lastname365,July,6,99,BS Management Engineering,639171023528.00,917.10,917,,,,,,,,,,,,
name366,lastname366,November,13,97,BS IT Entrepreneurship,639183843861.00,918.38,918,,,,,,,,,,,,
name367,lastname367,May,15,98,BS IT Entrepreneurship,639172771823.00,917.28,917,,,,,,,,,,,,
name368,lastname368,June,22,0,BS IT Entrepreneurship,639275947966.00,927.59,927,,,,,,,,,,,,
name369,lastname369,March,1,0,BS Management Engineering,639271957539.00,927.20,927,,,,,,,,,,,,
name370,lastname370,September,3,1,BS IT Entrepreneurship,639271268314.00,927.13,927,,,,,,,,,,,,
name371,lastname371,January,26,98,BS Legal Management,639277886832.00,927.79,927,,,,,,,,,,,,
name372,lastname372,August,25,97,BS Comtech,639177683190.00,917.77,917,,,,,,,,,,,,
name373,lastname373,April,4,98,BS Comtech,639274998056.00,927.50,927,,,,,,,,,,,,
name374,lastname374,March,6,98,BS Comtech,639171962990.00,917.20,917,,,,,,,,,,,,
name375,lastname375,August,21,99,BS IT Entrepreneurship,639181873716.00,918.19,918,,,,,,,,,,,,
name376,lastname376,April,24,98,BS Management Engineering,639176917182.00,917.69,917,,,,,,,,,,,,
name377,lastname377,February,9,98,BS IT Entrepreneurship,639272563795.00,927.26,927,,,,,,,,,,,,
name378,lastname378,December,5,99,BS Comtech,639271767320.00,927.18,927,,,,,,,,,,,,
name379,lastname379,January,26,97,BS Comtech,639273601774.00,927.36,927,,,,,,,,,,,,
name380,lastname380,March,12,98,BS Management,639279901362.00,927.99,927,,,,,,,,,,,,
name381,lastname381,November,21,98,BS Management,639183348614.00,918.33,918,,,,,,,,,,,,
name382,lastname382,June,14,99,BS IT Entrepreneurship,639176888237.00,917.69,917,,,,,,,,,,,,
name383,lastname383,July,27,99,BS Management Engineering,639275477228.00,927.55,927,,,,,,,,,,,,
name384,lastname384,February,6,97,BS Legal Management,639277311675.00,927.73,927,,,,,,,,,,,,
name385,lastname385,September,18,98,BS Legal Management,639183898961.00,918.39,918,,,,,,,,,,,,
name386,lastname386,October,6,99,BS Management Engineering,639275684260.00,927.57,927,,,,,,,,,,,,
name387,lastname387,June,16,99,BS Management,639274771635.00,927.48,927,,,,,,,,,,,,
name388,lastname388,January,2,0,BS IT Entrepreneurship,639172616867.00,917.26,917,,,,,,,,,,,,
name389,lastname389,September,24,99,BS Comtech,639275082670.00,927.51,927,,,,,,,,,,,,
name390,lastname390,January,21,0,BS Management Engineering,639172936725.00,917.29,917,,,,,,,,,,,,
name391,lastname391,December,16,0,BS Management,639274874223.00,927.49,927,,,,,,,,,,,,
name392,lastname392,August,2,99,BS IT Entrepreneurship,639177634974.00,917.76,917,,,,,,,,,,,,
name393,lastname393,June,28,98,BS Legal Management,639177936625.00,917.79,917,,,,,,,,,,,,
name394,lastname394,June,13,99,BS IT Entrepreneurship,639275523618.00,927.55,927,,,,,,,,,,,,
name395,lastname395,January,23,1,BS Management,639171871504.00,917.19,917,,,,,,,,,,,,
name396,lastname396,September,19,99,BS Legal Management,639176556808.00,917.66,917,,,,,,,,,,,,
name397,lastname397,January,8,99,BS Management Engineering,639184414937.00,918.44,918,,,,,,,,,,,,
name398,lastname398,September,2,99,BS Legal Management,639178072225.00,917.81,917,,,,,,,,,,,,
name399,lastname399,August,25,1,BS Management,639275893638.00,927.59,927,,,,,,,,,,,,
name400,lastname400,February,9,99,BS Management,639177856859.00,917.79,917,,,,,,,,,,,,
name401,lastname401,October,3,98,BS Management,639185935046.00,918.59,918,,,,,,,,,,,,
name402,lastname402,March,4,1,BS IT Entrepreneurship,639184868396.00,918.49,918,,,,,,,,,,,,
name403,lastname403,June,20,98,BS IT Entrepreneurship,639172819618.00,917.28,917,,,,,,,,,,,,
name404,lastname404,May,23,97,BS Comtech,639176218869.00,917.62,917,,,,,,,,,,,,
name405,lastname405,November,4,99,BS Management Engineering,639279246856.00,927.92,927,,,,,,,,,,,,
name406,lastname406,December,11,98,BS Management Engineering,639181847364.00,918.18,918,,,,,,,,,,,,
name407,lastname407,May,17,98,BS Management,639277944417.00,927.79,927,,,,,,,,,,,,
name408,lastname408,July,17,1,BS Management,639274727168.00,927.47,927,,,,,,,,,,,,
name409,lastname409,August,1,97,BS Management Engineering,639184832009.00,918.48,918,,,,,,,,,,,,
name410,lastname410,August,22,97,BS Comtech,639173478315.00,917.35,917,,,,,,,,,,,,
name411,lastname411,February,20,98,BS IT Entrepreneurship,639178813071.00,917.88,917,,,,,,,,,,,,
name412,lastname412,February,10,99,BS Management,639176817070.00,917.68,917,,,,,,,,,,,,
name413,lastname413,May,9,97,BS Management Engineering,639172773163.00,917.28,917,,,,,,,,,,,,
name414,lastname414,June,5,1,BS IT Entrepreneurship,639173672247.00,917.37,917,,,,,,,,,,,,
name415,lastname415,November,15,99,BS IT Entrepreneurship,639279968602.00,928.00,927,,,,,,,,,,,,
name416,lastname416,May,25,98,BS Comtech,639172113821.00,917.21,917,,,,,,,,,,,,
name417,lastname417,June,12,97,BS Management Engineering,639271375483.00,927.14,927,,,,,,,,,,,,
name418,lastname418,February,22,98,BS IT Entrepreneurship,639271461580.00,927.15,927,,,,,,,,,,,,
name419,lastname419,February,14,99,BS Management,639176864318.00,917.69,917,,,,,,,,,,,,
name420,lastname420,May,7,99,BS Management,639188707055.00,918.87,918,,,,,,,,,,,,
name421,lastname421,June,27,1,BS Comtech,639173068677.00,917.31,917,,,,,,,,,,,,
name422,lastname422,July,3,97,BS Comtech,639273648721.00,927.36,927,,,,,,,,,,,,
name423,lastname423,September,14,0,BS Management,639175205319.00,917.52,917,,,,,,,,,,,,
name424,lastname424,April,6,98,BS Management,639188126741.00,918.81,918,,,,,,,,,,,,
name425,lastname425,April,14,99,BS Management,639187844632.00,918.78,918,,,,,,,,,,,,
name426,lastname426,March,15,0,BS Management Engineering,639271038881.00,927.10,927,,,,,,,,,,,,
name427,lastname427,November,13,97,BS Management,639278698588.00,927.87,927,,,,,,,,,,,,
name428,lastname428,April,19,98,BS Comtech,639183738418.00,918.37,918,,,,,,,,,,,,
name429,lastname429,November,10,1,BS Comtech,639183137865.00,918.31,918,,,,,,,,,,,,
name430,lastname430,February,5,1,BS Comtech,639278042579.00,927.80,927,,,,,,,,,,,,
name431,lastname431,June,5,98,BS Management Engineering,639176483069.00,917.65,917,,,,,,,,,,,,
name432,lastname432,March,27,1,BS Comtech,639273291747.00,927.33,927,,,,,,,,,,,,
name433,lastname433,November,17,97,BS Management,639272979518.00,927.30,927,,,,,,,,,,,,
name434,lastname434,December,14,97,BS Management Engineering,639279316877.00,927.93,927,,,,,,,,,,,,
name435,lastname435,August,23,0,BS IT Entrepreneurship,639173072012.00,917.31,917,,,,,,,,,,,,
name436,lastname436,January,13,98,BS IT Entrepreneurship,639172434142.00,917.24,917,,,,,,,,,,,,
name437,lastname437,February,28,1,BS Comtech,639271165889.00,927.12,927,,,,,,,,,,,,
name438,lastname438,May,24,0,BS Legal Management,639177469784.00,917.75,917,,,,,,,,,,,,
name439,lastname439,April,13,98,BS Legal Management,639172283833.00,917.23,917,,,,,,,,,,,,
name440,lastname440,May,14,97,BS Legal Management,639178963614.00,917.90,917,,,,,,,,,,,,
name441,lastname441,May,28,99,BS Management Engineering,639272929675.00,927.29,927,,,,,,,,,,,,
name442,lastname442,July,23,99,BS Comtech,639187861587.00,918.79,918,,,,,,,,,,,,
name443,lastname443,January,20,99,BS IT Entrepreneurship,639183159445.00,918.32,918,,,,,,,,,,,,
name444,lastname444,April,16,99,BS Comtech,639181853883.00,918.19,918,,,,,,,,,,,,
name445,lastname445,September,23,97,BS Legal Management,639181338176.00,918.13,918,,,,,,,,,,,,
name446,lastname446,July,16,0,BS Legal Management,639171589222.00,917.16,917,,,,,,,,,,,,
name447,lastname447,May,26,98,BS Comtech,639187772751.00,918.78,918,,,,,,,,,,,,
name448,lastname448,January,23,98,BS Comtech,639184076344.00,918.41,918,,,,,,,,,,,,
name449,lastname449,April,26,97,BS IT Entrepreneurship,639189921668.00,918.99,918,,,,,,,,,,,,
name450,lastname450,March,28,1,BS Management,639186619609.00,918.66,918,,,,,,,,,,,,
name451,lastname451,March,26,0,BS Legal Management,639185544787.00,918.55,918,,,,,,,,,,,,
name452,lastname452,December,27,98,BS Legal Management,639271968999.00,927.20,927,,,,,,,,,,,,
name453,lastname453,October,24,99,BS IT Entrepreneurship,639277686004.00,927.77,927,,,,,,,,,,,,
name454,lastname454,August,3,99,BS IT Entrepreneurship,639185636928.00,918.56,918,,,,,,,,,,,,
name455,lastname455,March,4,99,BS Management Engineering,639279921613.00,927.99,927,,,,,,,,,,,,
name456,lastname456,March,21,0,BS Management,639189665429.00,918.97,918,,,,,,,,,,,,
name457,lastname457,December,24,97,BS IT Entrepreneurship,639179506481.00,917.95,917,,,,,,,,,,,,
name458,lastname458,January,11,98,BS IT Entrepreneurship,639271748702.00,927.17,927,,,,,,,,,,,,
name459,lastname459,January,26,1,BS IT Entrepreneurship,639278105085.00,927.81,927,,,,,,,,,,,,
name460,lastname460,April,26,97,BS Legal Management,639189555912.00,918.96,918,,,,,,,,,,,,
name461,lastname461,April,14,97,BS Comtech,639173654093.00,917.37,917,,,,,,,,,,,,
name462,lastname462,August,13,0,BS Legal Management,639271614112.00,927.16,927,,,,,,,,,,,,
name463,lastname463,December,9,1,BS Management Engineering,639277126963.00,927.71,927,,,,,,,,,,,,
name464,lastname464,January,24,99,BS Comtech,639186943625.00,918.69,918,,,,,,,,,,,,
name465,lastname465,February,27,99,BS Management Engineering,639272216429.00,927.22,927,,,,,,,,,,,,
name466,lastname466,February,5,97,BS Legal Management,639183809040.00,918.38,918,,,,,,,,,,,,
name467,lastname467,October,26,99,BS IT Entrepreneurship,639173195070.00,917.32,917,,,,,,,,,,,,
name468,lastname468,June,8,0,BS Comtech,639187995285.00,918.80,918,,,,,,,,,,,,
name469,lastname469,August,8,99,BS IT Entrepreneurship,639189415488.00,918.94,918,,,,,,,,,,,,
name470,lastname470,June,21,98,BS IT Entrepreneurship,639275342876.00,927.53,927,,,,,,,,,,,,
name471,lastname471,May,24,99,BS Comtech,639179085006.00,917.91,917,,,,,,,,,,,,
name472,lastname472,January,28,99,BS Management Engineering,639274024494.00,927.40,927,,,,,,,,,,,,
name473,lastname473,December,7,99,BS Management Engineering,639187543507.00,918.75,918,,,,,,,,,,,,
name474,lastname474,November,19,98,BS Management,639275595075.00,927.56,927,,,,,,,,,,,,
name475,lastname475,September,7,98,BS IT Entrepreneurship,639277337323.00,927.73,927,,,,,,,,,,,,
name476,lastname476,March,7,98,BS Management,639186463244.00,918.65,918,,,,,,,,,,,,
name477,lastname477,November,20,0,BS Management Engineering,639173208047.00,917.32,917,,,,,,,,,,,,
name478,lastname478,August,4,98,BS Management,639177593071.00,917.76,917,,,,,,,,,,,,
name479,lastname479,May,19,99,BS Management Engineering,639188709843.00,918.87,918,,,,,,,,,,,,
name480,lastname480,June,3,97,BS IT Entrepreneurship,639272176206.00,927.22,927,,,,,,,,,,,,
name481,lastname481,August,14,99,BS Management Engineering,639278615556.00,927.86,927,,,,,,,,,,,,
name482,lastname482,January,20,0,BS Legal Management,639275455153.00,927.55,927,,,,,,,,,,,,
name483,lastname483,November,17,0,BS Legal Management,639183735268.00,918.37,918,,,,,,,,,,,,
name484,lastname484,June,10,98,BS Management,639172005708.00,917.20,917,,,,,,,,,,,,
name485,lastname485,July,3,97,BS Management Engineering,639184172231.00,918.42,918,,,,,,,,,,,,
name486,lastname486,May,9,98,BS Management,639171794262.00,917.18,917,,,,,,,,,,,,
name487,lastname487,November,10,97,BS IT Entrepreneurship,639176954286.00,917.70,917,,,,,,,,,,,,
name488,lastname488,November,16,98,BS Management Engineering,639184018010.00,918.40,918,,,,,,,,,,,,
name489,lastname489,July,9,99,BS IT Entrepreneurship,639277107161.00,927.71,927,,,,,,,,,,,,
name490,lastname490,September,2,97,BS Comtech,639178948484.00,917.89,917,,,,,,,,,,,,
name491,lastname491,April,20,1,BS Comtech,639182212946.00,918.22,918,,,,,,,,,,,,
name492,lastname492,June,15,97,BS Management,639181748000.00,918.17,918,,,,,,,,,,,,
name493,lastname493,July,27,98,BS IT Entrepreneurship,639187026770.00,918.70,918,,,,,,,,,,,,
name494,lastname494,December,9,0,BS Legal Management,639186952117.00,918.70,918,,,,,,,,,,,,
name495,lastname495,June,5,97,BS IT Entrepreneurship,639275081619.00,927.51,927,,,,,,,,,,,,
